top - 21:17:05 up 13:59,  2 users,  load average: 1.66, 0.82, 0.58
     72 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     74 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     75 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     76 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     81 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     92 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    144 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
    184 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    221 root      20   0       0      0      0 S   0.0   0.0   0:01.13 jbd2/vd+
    222 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    292 root      19  -1   34372  15036  14012 S   0.0   0.7   0:05.34 systemd+
    312 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    316 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    347 root      rt   0  288952  27136   8704 S   0.0   1.3   0:09.90 multipa+
    362 root      20   0   26084   7628   4940 S   0.0   0.4   0:00.55 systemd+
    373 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
    460 root      20   0       0      0      0 S   0.0   0.0   0:00.00 jbd2/vd+
    462 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    540 systemd+  20   0   91020   7808   6912 S   0.0   0.4   0:00.89 systemd+
    630 systemd+  20   0   19000   9088   7936 S   0.0   0.5   0:00.36 systemd+
    724 systemd+  20   0   21560  12928  10752 S   0.0   0.6   0:00.43 systemd+
    807 message+  20   0    9940   5504   4608 S   0.0   0.3   0:00.73 dbus-da+
    812 polkitd   20   0  308160   7808   7040 S   0.0   0.4   0:00.14 polkitd
    815 root      20   0   18152   8704   7808 S   0.0   0.4   0:00.58 systemd+
    816 root      20   0  468936  13312  11264 S   0.0   0.7   0:02.64 udisksd
    838 root      20   0  333372  18304  15872 S   0.0   0.9   0:02.74 Network+
    841 syslog    20   0  222508   6016   4608 S   0.0   0.3   0:01.17 rsyslogd
    863 root      20   0  392024  12544  10624 S   0.0   0.6   0:00.16 ModemMa+
    926 root      20   0 1003088   7448   4096 S   0.0   0.4   0:22.08 beget-a+
    927 root      20   0  436896  38144  18432 S   0.0   1.9   1:18.10 fail2ba+
    932 root      20   0  109644  23040  13696 S   0.0   1.1   0:00.13 unatten+
    941 root      20   0    6824   2688   2560 S   0.0   0.1   0:00.62 cron
    944 root      20   0   12020   7936   6912 S   0.0   0.4   0:02.42 sshd
    954 root      20   0    5720   2176   2048 S   0.0   0.1   0:00.02 agetty
    960 root      20   0    6104   1920   1792 S   0.0   0.1   0:00.03 agetty
   1376 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
   3685 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
   3687 root      20   0   20084  11136   9344 S   0.0   0.6   0:00.19 systemd
   3689 root      20   0   21152   3504   1792 S   0.0   0.2   0:00.00 (sd-pam)
   3694 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
   3855 root      20   0    2800   1792   1792 S   0.0   0.1   0:00.00 sh
   3859 root      20   0   11.3g 112144  46848 S   0.0   5.6   1:04.11 node
   3898 root      20   0   11.3g  77080  44160 S   0.0   3.8   0:54.83 node
   4049 root      20   0    7736   4480   3840 S   0.0   0.2   0:00.46 bash
   6419 root      20   0    7736   4352   3712 S   0.0   0.2   0:00.04 bash
  10382 root      20   0       0      0      0 I   0.0   0.0   0:03.63 kworker+
  16723 root      20   0       0      0      0 I   0.0   0.0   0:00.55 kworker+
  16727 root      20   0       0      0      0 I   0.0   0.0   0:00.32 kworker+
  16785 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  16788 root      20   0   15560   9292   6784 S   0.0   0.5   0:04.15 sshd
  16886 root      20   0    7472   3968   3712 S   0.0   0.2   0:00.00 bash
  16892 root      20   0    2800   1920   1792 S   0.0   0.1   0:00.00 sh
  16912 root      20   0   32940  16916  11776 S   0.0   0.8   0:06.52 code-f1+
  16941 root      20   0   11.3g 136748  49024 S   0.0   6.8   0:41.41 node
  16989 root      20   0 1011656  70108  41088 S   0.0   3.5   0:08.83 node
  17003 root      20   0    2800   1792   1792 S   0.0   0.1   0:00.00 sh
  17147 root      20   0       0      0      0 I   0.0   0.0   0:00.21 kworker+
  17448 root      20   0       0      0      0 I   0.0   0.0   0:00.14 kworker+
  17475 root      20   0       0      0      0 I   0.0   0.0   0:00.22 kworker+
  17685 root      20   0  995276  53236  40576 S   0.0   2.6   0:00.67 node
  18696 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
  18988 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  18989 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
  19252 root      20   0    5684   1920   1920 S   0.0   0.1   0:00.00 sleep
  19269 root      20   0    7736   2708   1920 S   0.0   0.1   0:00.00 bash
  19407 root      20   0   14088   7596   6144 S   0.0   0.4   0:00.09 sshd
  19408 sshd      20   0   12152   6024   4864 S   0.0   0.3   0:00.00 sshd
  19421 root      20   0   12152   5244   4096 S   0.0   0.3   0:00.00 sshd
  19422 sshd      20   0   12152   5896   4736 S   0.0   0.3   0:00.00 sshd
  19423 root      20   0   12152   5244   4096 S   0.0   0.3   0:00.00 sshd
  19424 sshd      20   0   12152   6024   4864 S   0.0   0.3   0:00.00 sshd
  19425 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19426 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd
  19467 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19468 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd
  19495 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19496 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd
  19497 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19498 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd
  19503 root      20   0    2800   1664   1664 S   0.0   0.1   0:00.00 sh
  19504 root      20   0    7340   3712   3456 S   0.0   0.2   0:00.00 cpuUsag+
  19517 root      20   0    5684   1920   1920 S   0.0   0.1   0:00.00 sleep
  19526 root      20   0    7472   3712   3456 S   0.0   0.2   0:00.00 run_par+
  19529 root      20   0    5704   2304   2176 S   0.0   0.1   0:00.00 mpstat
  19531 root      20   0    7472   2128   1920 S   0.0   0.1   0:00.00 run_par+
  19532 root      20   0    7472   2256   1920 S   0.0   0.1   0:00.00 run_par+

top - 21:17:08 up 13:59,  2 users,  load average: 1.76, 0.86, 0.59
Tasks: 146 total,   1 running, 145 sleeping,   0 stopped,   0 zombie
%Cpu(s): 29.2 us, 36.4 sy,  0.0 ni,  8.8 id, 23.1 wa,  0.0 hi,  2.4 si,  0.2 st 
MiB Mem :   1967.8 total,    269.5 free,    636.7 used,   1232.4 buff/cache     
MiB Swap:      0.0 total,      0.0 free,      0.0 used.   1331.1 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
  19564 root      20   0   84776   1792   1536 S  40.2   0.1   0:01.21 complex
  19561 root      20   0   84776   1792   1536 S  39.2   0.1   0:01.18 complex
  16952 root      20   0   11.2g  60000  43264 S  28.9   3.0   0:27.04 node
  16941 root      20   0   11.3g 136176  49024 S   1.7   6.8   0:41.46 node
   3859 root      20   0   11.3g 112400  46848 S   0.7   5.6   1:04.13 node
     64 root       0 -20       0      0      0 I   0.3   0.0   0:00.42 kworker+
    292 root      19  -1   34372  15036  14012 S   0.3   0.7   0:05.35 systemd+
    927 root      20   0  436896  38144  18432 S   0.3   1.9   1:18.11 fail2ba+
    944 root      20   0   12020   7936   6912 S   0.3   0.4   0:02.43 sshd
   3898 root      20   0   11.3g  77080  44160 S   0.3   3.8   0:54.84 node
  16912 root      20   0   32940  16916  11776 S   0.3   0.8   0:06.53 code-f1+
  16989 root      20   0 1011656  70108  41088 S   0.3   3.5   0:08.84 node
  19528 root      20   0   11900   5760   3712 R   0.3   0.3   0:00.03 top
  19552 root      20   0   39348  11648   9088 S   0.3   0.6   0:00.01 perf
  19558 root      20   0   39348  11648   9088 S   0.3   0.6   0:00.01 perf
      1 root      20   0   22404  13488   9392 S   0.0   0.7   0:08.43 systemd
      2 root      20   0       0      0      0 S   0.0   0.0   0:00.07 kthreadd
      3 root      20   0       0      0      0 S   0.0   0.0   0:00.00 pool_wo+
      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      5 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      7 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     11 root      20   0       0      0      0 I   0.0   0.0   0:00.92 kworker+
     12 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     13 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     14 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     15 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     16 root      20   0       0      0      0 S   0.0   0.0   0:00.36 ksoftir+
     17 root      20   0       0      0      0 I   0.0   0.0   0:02.31 rcu_pre+
     18 root      rt   0       0      0      0 S   0.0   0.0   0:00.53 migrati+
     19 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     20 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/0
     21 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/1
     22 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     23 root      rt   0       0      0      0 S   0.0   0.0   0:00.66 migrati+
     24 root      20   0       0      0      0 S   0.0   0.0   0:00.52 ksoftir+
     26 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     29 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kdevtmp+
     30 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     32 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kauditd
     33 root      20   0       0      0      0 S   0.0   0.0   0:00.31 khungta+
     34 root      20   0       0      0      0 S   0.0   0.0   0:00.00 oom_rea+
     35 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     37 root      20   0       0      0      0 S   0.0   0.0   0:03.27 kcompac+
     38 root      25   5       0      0      0 S   0.0   0.0   0:00.00 ksmd
     40 root      39  19       0      0      0 S   0.0   0.0   0:00.00 khugepa+
     41 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     42 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     43 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     44 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/9-a+
     45 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     46 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     47 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     48 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     49 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     50 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     51 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 watchdo+
     53 root       0 -20       0      0      0 I   0.0   0.0   0:00.42 kworker+
     54 root      20   0       0      0      0 S   0.0   0.0   0:00.04 kswapd0
     55 root      20   0       0      0      0 S   0.0   0.0   0:00.00 ecryptf+
     56 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     57 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     58 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh+
     59 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     60 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh+
     61 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     63 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     65 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     72 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     74 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     75 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     76 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     81 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     92 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    144 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
    184 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    221 root      20   0       0      0      0 S   0.0   0.0   0:01.13 jbd2/vd+
    222 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    312 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    316 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    347 root      rt   0  288952  27136   8704 S   0.0   1.3   0:09.90 multipa+
    362 root      20   0   26084   7628   4940 S   0.0   0.4   0:00.55 systemd+
    373 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
    460 root      20   0       0      0      0 S   0.0   0.0   0:00.00 jbd2/vd+
    462 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
    540 systemd+  20   0   91020   7808   6912 S   0.0   0.4   0:00.89 systemd+
    630 systemd+  20   0   19000   9088   7936 S   0.0   0.5   0:00.36 systemd+
    724 systemd+  20   0   21560  12928  10752 S   0.0   0.6   0:00.43 systemd+
    807 message+  20   0    9940   5504   4608 S   0.0   0.3   0:00.73 dbus-da+
    812 polkitd   20   0  308160   7808   7040 S   0.0   0.4   0:00.14 polkitd
    815 root      20   0   18152   8704   7808 S   0.0   0.4   0:00.58 systemd+
    816 root      20   0  468936  13312  11264 S   0.0   0.7   0:02.64 udisksd
    838 root      20   0  333372  18304  15872 S   0.0   0.9   0:02.74 Network+
    841 syslog    20   0  222508   6016   4608 S   0.0   0.3   0:01.17 rsyslogd
    863 root      20   0  392024  12544  10624 S   0.0   0.6   0:00.16 ModemMa+
    926 root      20   0 1003088   7448   4096 S   0.0   0.4   0:22.08 beget-a+
    932 root      20   0  109644  23040  13696 S   0.0   1.1   0:00.13 unatten+
    941 root      20   0    6824   2688   2560 S   0.0   0.1   0:00.62 cron
    954 root      20   0    5720   2176   2048 S   0.0   0.1   0:00.02 agetty
    960 root      20   0    6104   1920   1792 S   0.0   0.1   0:00.03 agetty
   1376 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
   3685 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
   3687 root      20   0   20084  11136   9344 S   0.0   0.6   0:00.19 systemd
   3689 root      20   0   21152   3504   1792 S   0.0   0.2   0:00.00 (sd-pam)
   3694 root      -2   0       0      0      0 S   0.0   0.0   0:00.00 psimon
   3855 root      20   0    2800   1792   1792 S   0.0   0.1   0:00.00 sh
   4049 root      20   0    7736   4480   3840 S   0.0   0.2   0:00.46 bash
   6419 root      20   0    7736   4352   3712 S   0.0   0.2   0:00.04 bash
  10382 root      20   0       0      0      0 I   0.0   0.0   0:03.63 kworker+
  16723 root      20   0       0      0      0 I   0.0   0.0   0:00.55 kworker+
  16727 root      20   0       0      0      0 I   0.0   0.0   0:00.32 kworker+
  16785 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  16788 root      20   0   15560   9292   6784 S   0.0   0.5   0:04.15 sshd
  16886 root      20   0    7472   3968   3712 S   0.0   0.2   0:00.00 bash
  16892 root      20   0    2800   1920   1792 S   0.0   0.1   0:00.00 sh
  17003 root      20   0    2800   1792   1792 S   0.0   0.1   0:00.00 sh
  17147 root      20   0       0      0      0 I   0.0   0.0   0:00.21 kworker+
  17448 root      20   0       0      0      0 I   0.0   0.0   0:00.14 kworker+
  17475 root      20   0       0      0      0 I   0.0   0.0   0:00.22 kworker+
  17685 root      20   0  995276  53236  40576 S   0.0   2.6   0:00.67 node
  18696 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
  18988 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  18989 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
  19252 root      20   0    5684   1920   1920 S   0.0   0.1   0:00.00 sleep
  19269 root      20   0    7736   2708   1920 S   0.0   0.1   0:00.00 bash
  19407 root      20   0   14088   7596   6144 S   0.0   0.4   0:00.09 sshd
  19408 sshd      20   0   12152   6024   4864 S   0.0   0.3   0:00.00 sshd
  19421 root      20   0   12152   5244   4096 S   0.0   0.3   0:00.00 sshd
  19422 sshd      20   0   12152   5896   4736 S   0.0   0.3   0:00.00 sshd
  19423 root      20   0   12152   5244   4096 S   0.0   0.3   0:00.00 sshd
  19424 sshd      20   0   12152   6024   4864 S   0.0   0.3   0:00.00 sshd
  19425 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19426 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd
  19467 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19468 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd
  19495 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19496 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd
  19497 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19498 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd
  19526 root      20   0    7472   3712   3456 S   0.0   0.2   0:00.00 run_par+
  19529 root      20   0    5704   2304   2176 S   0.0   0.1   0:00.00 mpstat
  19531 root      20   0    7472   2256   2048 S   0.0   0.1   0:00.00 run_par+
  19532 root      20   0    7472   2384   2048 S   0.0   0.1   0:00.00 run_par+
  19567 root      20   0   12152   3324   2176 S   0.0   0.2   0:00.00 sshd
  19568 sshd      20   0   12152   5640   4480 S   0.0   0.3   0:00.00 sshd

top - 21:17:11 up 13:59,  2 users,  load average: 1.76, 0.86, 0.59
Tasks: 148 total,   1 running, 147 sleeping,   0 stopped,   0 zombie
%Cpu(s): 12.2 us, 41.4 sy,  0.0 ni, 12.8 id, 29.9 wa,  0.0 hi,  3.6 si,  0.2 st 
MiB Mem :   1967.8 total,    269.3 free,    636.9 used,   1232.4 buff/cache     
MiB Swap:      0.0 total,      0.0 free,      0.0 used.   1330.9 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
  16952 root      20   0   11.2g  60128  43264 S  33.4   3.0   0:28.05 node
  19564 root      20   0   84776   2048   1536 S  30.1   0.1   0:02.12 complex
  19561 root      20   0   84776   2048   1536 S  29.1   0.1   0:02.06 complex
  16941 root      20   0   11.3g 136544  49024 S   2.3   6.8   0:41.53 node
   3898 root      20   0   11.3g  77080  44160 S   1.3   3.8   0:54.88 node
  16912 root      20   0   32940  16916  11776 S   0.7   0.8   0:06.55 code-f1+
  19528 root      20   0   11900   5760   3712 R   0.7   0.3   0:00.05 top
   3859 root      20   0   11.3g 111960  46848 S   0.3   5.6   1:04.14 node
  10382 root      20   0       0      0      0 I   0.3   0.0   0:03.64 kworker+
  16788 root      20   0   15560   9292   6784 S   0.3   0.5   0:04.16 sshd
  16989 root      20   0 1011304  69800  41088 S   0.3   3.5   0:08.85 node
      1 root      20   0   22404  13488   9392 S   0.0   0.7   0:08.43 systemd
      2 root      20   0       0      0      0 S   0.0   0.0   0:00.07 kthreadd
      3 root      20   0       0      0      0 S   0.0   0.0   0:00.00 pool_wo+
      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      5 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      6 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      7 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     11 root      20   0       0      0      0 I   0.0   0.0   0:00.92 kworker+
     12 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     13 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     14 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     15 root      20   0       0      0      0 I   0.0   0.0   0:00.00 rcu_tas+
     16 root      20   0       0      0      0 S   0.0   0.0   0:00.36 ksoftir+
     17 root      20   0       0      0      0 I   0.0   0.0   0:02.31 rcu_pre+
     18 root      rt   0       0      0      0 S   0.0   0.0   0:00.53 migrati+
     19 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     20 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/0
     21 root      20   0       0      0      0 S   0.0   0.0   0:00.00 cpuhp/1
     22 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 idle_in+
     23 root      rt   0       0      0      0 S   0.0   0.0   0:00.66 migrati+
     24 root      20   0       0      0      0 S   0.0   0.0   0:00.52 ksoftir+
     26 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     29 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kdevtmp+
     30 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     32 root      20   0       0      0      0 S   0.0   0.0   0:00.00 kauditd
     33 root      20   0       0      0      0 S   0.0   0.0   0:00.31 khungta+
     34 root      20   0       0      0      0 S   0.0   0.0   0:00.00 oom_rea+
     35 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     37 root      20   0       0      0      0 S   0.0   0.0   0:03.27 kcompac+
     38 root      25   5       0      0      0 S   0.0   0.0   0:00.00 ksmd
     40 root      39  19       0      0      0 S   0.0   0.0   0:00.00 khugepa+
     41 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     42 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     43 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     44 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/9-a+
     45 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     46 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     47 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     48 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
     49 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
